Age_Ma_Gradstein,Strat_m,d13Corg_VPBD,Source_C_data
122.27,47.75,2.97,Herrle_et_al._(2004)
122.39,45.35,2.97,Herrle_et_al._(2004)
124.23,19.41,2.97,Erba_et_al._(1999)
124.603,21.2,2.97,Erba_et_al._(1999)
92.205,97,2.96,Jarvis_et_al._(2006)
112.909,220.61,2.96,Herrle_et_al._(2004)
127.15,39.08,2.96,Erba_et_al._(1999)
92.944,105.5,2.95,Jarvis_et_al._(2006)
92.991,103.4,2.95,Jarvis_et_al._(2006)
125.152,23.83,2.95,Erba_et_al._(1999)
127.293,40.73,2.95,Erba_et_al._(1999)
127.316,40.99,2.95,Erba_et_al._(1999)
127.376,41.68,2.95,Erba_et_al._(1999)
92.248,95.8,2.94,Jarvis_et_al._(2006)
112.518,237.32,2.94,Herrle_et_al._(2004)
113.656,205.73,2.94,Herrle_et_al._(2004)
126.623,33.01,2.94,Erba_et_al._(1999)
126.974,37.05,2.94,Erba_et_al._(1999)
92.355,117.3,2.93,Jarvis_et_al._(2006)
92.414,115.2,2.93,Jarvis_et_al._(2006)
112.45,240.26,2.93,Herrle_et_al._(2004)
115.761,170.53,2.93,Herrle_et_al._(2004)
127.169,39.3,2.93,Erba_et_al._(1999)
127.196,39.61,2.93,Erba_et_al._(1999)
127.409,42.06,2.93,Erba_et_al._(1999)
96.177,34.85,2.92,Jarvis_et_al._(2006)
111.469,282.25,2.92,Herrle_et_al._(2004)
112.475,239.17,2.92,Herrle_et_al._(2004)
117.134,147.56,2.92,Herrle_et_al._(2004)
117.311,144.6,2.92,Herrle_et_al._(2004)
122.13,50.55,2.92,Herrle_et_al._(2004)
122.25,48.15,2.92,Herrle_et_al._(2004)
128.324,52.6,2.92,Erba_et_al._(1999)
96.187,34.55,2.91,Jarvis_et_al._(2006)
112.458,239.93,2.91,Herrle_et_al._(2004)
112.523,237.14,2.91,Herrle_et_al._(2004)
113.178,213.73,2.91,Herrle_et_al._(2004)
115.54,174.23,2.91,Herrle_et_al._(2004)
123.436,17.24,2.91,Herrle_et_al._(2004)
126.929,36.53,2.91,Erba_et_al._(1999)
96.179,34.79,2.9,Jarvis_et_al._(2006)
112.46,239.82,2.9,Herrle_et_al._(2004)
112.47,239.4,2.9,Herrle_et_al._(2004)
112.474,239.23,2.9,Herrle_et_al._(2004)
112.51,237.68,2.9,Herrle_et_al._(2004)
112.675,230.6,2.9,Herrle_et_al._(2004)
117.201,146.45,2.9,Herrle_et_al._(2004)
124.77,22,2.9,Erba_et_al._(1999)
124.795,22.12,2.9,Erba_et_al._(1999)
125.181,23.97,2.9,Erba_et_al._(1999)
126.806,35.12,2.9,Erba_et_al._(1999)
126.829,35.38,2.9,Erba_et_al._(1999)
126.842,35.53,2.9,Erba_et_al._(1999)
126.901,36.21,2.9,Erba_et_al._(1999)
112.323,245.67,2.89,Herrle_et_al._(2004)
112.65,231.69,2.89,Herrle_et_al._(2004)
124.683,21.58,2.89,Erba_et_al._(1999)
125.711,26.51,2.89,Erba_et_al._(1999)
92.596,108.7,2.88,Jarvis_et_al._(2006)
93.015,102.3,2.88,Jarvis_et_al._(2006)
111.474,282.05,2.88,Herrle_et_al._(2004)
122.275,47.65,2.88,Herrle_et_al._(2004)
124.566,21.02,2.88,Erba_et_al._(1999)
126.663,33.47,2.88,Erba_et_al._(1999)
127.345,41.33,2.88,Erba_et_al._(1999)
128.258,51.84,2.88,Erba_et_al._(1999)
128.276,52.05,2.88,Erba_et_al._(1999)
92.9,107.5,2.87,Jarvis_et_al._(2006)
117.068,148.68,2.87,Herrle_et_al._(2004)
117.884,135.02,2.87,Herrle_et_al._(2004)
122.205,49.05,2.87,Herrle_et_al._(2004)
126.951,36.79,2.87,Erba_et_al._(1999)
92.935,105.9,2.86,Jarvis_et_al._(2006)
112.513,237.57,2.86,Herrle_et_al._(2004)
112.746,227.57,2.86,Herrle_et_al._(2004)
122.185,49.45,2.86,Herrle_et_al._(2004)
122.455,44.05,2.86,Herrle_et_al._(2004)
124.528,20.84,2.86,Erba_et_al._(1999)
126.702,33.92,2.86,Erba_et_al._(1999)
111.298,289.6,2.85,Herrle_et_al._(2004)
112.526,237.01,2.85,Herrle_et_al._(2004)
123.441,17.03,2.85,Herrle_et_al._(2004)
124.512,20.76,2.85,Erba_et_al._(1999)
124.704,21.68,2.85,Erba_et_al._(1999)
124.827,22.27,2.85,Erba_et_al._(1999)
125.282,24.45,2.85,Erba_et_al._(1999)
126.53,31.94,2.85,Erba_et_al._(1999)
94.506,2.36,2.84,Jarvis_et_al._(2006)
94.52,2.01,2.84,Jarvis_et_al._(2006)
94.546,71.25,2.84,Jarvis_et_al._(2006)
112.482,238.89,2.84,Herrle_et_al._(2004)
112.484,238.81,2.84,Herrle_et_al._(2004)
116.592,156.64,2.84,Herrle_et_al._(2004)
121.865,55.85,2.84,Herrle_et_al._(2004)
125.334,24.7,2.84,Erba_et_al._(1999)
125.501,25.5,2.84,Erba_et_al._(1999)
126.549,32.16,2.84,Erba_et_al._(1999)
126.605,32.8,2.84,Erba_et_al._(1999)
128.357,52.99,2.84,Erba_et_al._(1999)
96.176,34.86,2.83,Jarvis_et_al._(2006)
112.53,236.84,2.83,Herrle_et_al._(2004)
113.309,211.53,2.83,Herrle_et_al._(2004)
122.06,51.95,2.83,Herrle_et_al._(2004)
125.609,26.02,2.83,Erba_et_al._(1999)
127.66,44.96,2.83,Erba_et_al._(1999)
128.236,51.59,2.83,Erba_et_al._(1999)
94.5,2.54,2.82,Jarvis_et_al._(2006)
96.189,34.47,2.82,Jarvis_et_al._(2006)
112.628,232.61,2.82,Herrle_et_al._(2004)
115.407,176.45,2.82,Herrle_et_al._(2004)
125.899,27.41,2.82,Erba_et_al._(1999)
94.497,2.63,2.81,Jarvis_et_al._(2006)
94.522,73.4,2.81,Jarvis_et_al._(2006)
122.025,52.65,2.81,Herrle_et_al._(2004)
122.46,43.95,2.81,Herrle_et_al._(2004)
126.756,34.54,2.81,Erba_et_al._(1999)
128.346,52.86,2.81,Erba_et_al._(1999)
92.014,102.3,2.8,Jarvis_et_al._(2006)
94.513,2.19,2.8,Jarvis_et_al._(2006)
94.516,2.1,2.8,Jarvis_et_al._(2006)
112.377,243.37,2.8,Herrle_et_al._(2004)
125.755,26.72,2.8,Erba_et_al._(1999)
126.578,32.49,2.8,Erba_et_al._(1999)
126.78,34.82,2.8,Erba_et_al._(1999)
94.51,2.28,2.79,Jarvis_et_al._(2006)
123.403,18.41,2.79,Herrle_et_al._(2004)
124.635,21.35,2.79,Erba_et_al._(1999)
127.695,45.36,2.79,Erba_et_al._(1999)
112.097,255.37,2.78,Herrle_et_al._(2004)
112.493,238.4,2.78,Herrle_et_al._(2004)
122.075,51.65,2.78,Herrle_et_al._(2004)
127.909,47.83,2.78,Erba_et_al._(1999)
94.985,53.7,2.77,Jarvis_et_al._(2006)
117.577,140.16,2.77,Herrle_et_al._(2004)
122.03,52.55,2.77,Herrle_et_al._(2004)
122.12,50.75,2.77,Herrle_et_al._(2004)
122.165,49.85,2.77,Herrle_et_al._(2004)
123.426,17.59,2.77,Herrle_et_al._(2004)
123.439,17.1,2.77,Herrle_et_al._(2004)
92.92,106.6,2.76,Jarvis_et_al._(2006)
94.503,2.45,2.76,Jarvis_et_al._(2006)
94.837,59.9,2.76,Jarvis_et_al._(2006)
112.406,242.12,2.76,Herrle_et_al._(2004)
121.82,56.75,2.76,Herrle_et_al._(2004)
122.245,48.25,2.76,Herrle_et_al._(2004)
125.812,26.99,2.76,Erba_et_al._(1999)
91.946,104.2,2.75,Jarvis_et_al._(2006)
111.313,288.95,2.75,Herrle_et_al._(2004)
122.18,49.55,2.75,Herrle_et_al._(2004)
122.19,49.35,2.75,Herrle_et_al._(2004)
125.651,26.22,2.75,Erba_et_al._(1999)
126.432,30.81,2.75,Erba_et_al._(1999)
126.457,31.1,2.75,Erba_et_al._(1999)
112.334,245.22,2.74,Herrle_et_al._(2004)
113.542,207.63,2.74,Herrle_et_al._(2004)
113.608,206.53,2.74,Herrle_et_al._(2004)
117.223,146.08,2.74,Herrle_et_al._(2004)
124.482,20.62,2.74,Erba_et_al._(1999)
95.096,49.45,2.73,Jarvis_et_al._(2006)
112.977,217.7,2.73,Herrle_et_al._(2004)
122.195,49.25,2.73,Herrle_et_al._(2004)
122.2,49.15,2.73,Herrle_et_al._(2004)
128.216,51.36,2.73,Erba_et_al._(1999)
92.083,100.4,2.72,Jarvis_et_al._(2006)
95.246,43.4,2.72,Jarvis_et_al._(2006)
96.173,34.95,2.72,Jarvis_et_al._(2006)
111.402,285.15,2.72,Herrle_et_al._(2004)
112.141,253.49,2.72,Herrle_et_al._(2004)
122.005,53.05,2.72,Herrle_et_al._(2004)
126.025,28.01,2.72,Erba_et_al._(1999)
127.581,44.05,2.72,Erba_et_al._(1999)
127.771,46.23,2.72,Erba_et_al._(1999)
90.053,451,2.71,Jarvis_et_al._(2006)
94.971,55.2,2.71,Jarvis_et_al._(2006)
95.124,47.7,2.71,Jarvis_et_al._(2006)
111.419,284.42,2.71,Herrle_et_al._(2004)
112.048,257.47,2.71,Herrle_et_al._(2004)
117.954,133.86,2.71,Herrle_et_al._(2004)
124.403,20.24,2.71,Erba_et_al._(1999)
124.441,20.42,2.71,Erba_et_al._(1999)
125.39,24.97,2.71,Erba_et_al._(1999)
125.937,27.59,2.71,Erba_et_al._(1999)
96.17,35.04,2.7,Jarvis_et_al._(2006)
96.192,34.39,2.7,Jarvis_et_al._(2006)
114.189,196.81,2.7,Herrle_et_al._(2004)
116.126,164.42,2.7,Herrle_et_al._(2004)
126.083,28.29,2.7,Erba_et_al._(1999)
127.866,47.33,2.7,Erba_et_al._(1999)
112.49,238.52,2.69,Herrle_et_al._(2004)
112.498,238.2,2.69,Herrle_et_al._(2004)
112.56,235.53,2.69,Herrle_et_al._(2004)
115.274,178.68,2.69,Herrle_et_al._(2004)
122.135,50.45,2.69,Herrle_et_al._(2004)
124.345,19.96,2.69,Erba_et_al._(1999)
95.038,52.25,2.68,Jarvis_et_al._(2006)
111.455,282.85,2.68,Herrle_et_al._(2004)
112.696,229.71,2.68,Herrle_et_al._(2004)
122.07,51.75,2.68,Herrle_et_al._(2004)
122.17,49.75,2.68,Herrle_et_al._(2004)
94.919,56.8,2.67,Jarvis_et_al._(2006)
95.077,50.6,2.67,Jarvis_et_al._(2006)
111.479,281.85,2.67,Herrle_et_al._(2004)
112.404,242.2,2.67,Herrle_et_al._(2004)
112.506,237.85,2.67,Herrle_et_al._(2004)
121.22,68.75,2.67,Herrle_et_al._(2004)
121.32,66.75,2.67,Herrle_et_al._(2004)
122.125,50.65,2.67,Herrle_et_al._(2004)
122.14,50.35,2.67,Herrle_et_al._(2004)
123.438,17.17,2.67,Herrle_et_al._(2004)
126.441,30.91,2.67,Erba_et_al._(1999)
90.067,452,2.66,Jarvis_et_al._(2006)
94.639,68,2.66,Jarvis_et_al._(2006)
95.277,61,2.66,Jarvis_et_al._(2006)
111.486,281.55,2.66,Herrle_et_al._(2004)
112.516,237.44,2.66,Herrle_et_al._(2004)
115.861,168.86,2.66,Herrle_et_al._(2004)
117.699,138.12,2.66,Herrle_et_al._(2004)
124.391,20.18,2.66,Erba_et_al._(1999)
125.457,25.29,2.66,Erba_et_al._(1999)
127.817,46.77,2.66,Erba_et_al._(1999)
94.598,69.55,2.65,Jarvis_et_al._(2006)
112.385,243.02,2.65,Herrle_et_al._(2004)
112.524,237.07,2.65,Herrle_et_al._(2004)
122.035,52.45,2.65,Herrle_et_al._(2004)
122.04,52.35,2.65,Herrle_et_al._(2004)
124.343,19.95,2.65,Erba_et_al._(1999)
126.135,28.54,2.65,Erba_et_al._(1999)
128.396,53.43,2.65,Erba_et_al._(1999)
91.978,103.3,2.64,Jarvis_et_al._(2006)
94.797,61.35,2.64,Jarvis_et_al._(2006)
95.057,51.4,2.64,Jarvis_et_al._(2006)
111.44,283.52,2.64,Herrle_et_al._(2004)
112.503,238,2.64,Herrle_et_al._(2004)
122.1,51.15,2.64,Herrle_et_al._(2004)
127.844,47.07,2.64,Erba_et_al._(1999)
96.194,34.32,2.63,Jarvis_et_al._(2006)
112.492,238.46,2.63,Herrle_et_al._(2004)
112.497,238.24,2.63,Herrle_et_al._(2004)
125.117,23.66,2.63,Erba_et_al._(1999)
94.896,57.95,2.62,Jarvis_et_al._(2006)
95.022,53,2.62,Jarvis_et_al._(2006)
96.169,35.07,2.62,Jarvis_et_al._(2006)
122.02,52.75,2.62,Herrle_et_al._(2004)
122.055,52.05,2.62,Herrle_et_al._(2004)
122.145,50.25,2.62,Herrle_et_al._(2004)
90.142,457,2.61,Jarvis_et_al._(2006)
91.914,105.1,2.61,Jarvis_et_al._(2006)
94.676,66.3,2.61,Jarvis_et_al._(2006)
95.166,46.5,2.61,Jarvis_et_al._(2006)
95.313,60,2.61,Jarvis_et_al._(2006)
109.878,417.09,2.61,Gale_et_al._(2011)
110.449,441.71,2.61,Gale_et_al._(2011)
112.408,242.07,2.61,Herrle_et_al._(2004)
112.514,237.51,2.61,Herrle_et_al._(2004)
111.318,288.75,2.6,Herrle_et_al._(2004)
111.421,284.3,2.6,Herrle_et_al._(2004)
113.069,215.55,2.6,Herrle_et_al._(2004)
116.824,152.75,2.6,Herrle_et_al._(2004)
116.902,151.45,2.6,Herrle_et_al._(2004)
121.915,54.85,2.6,Herrle_et_al._(2004)
122.015,52.85,2.6,Herrle_et_al._(2004)
95.219,44.4,2.59,Jarvis_et_al._(2006)
96.195,34.31,2.59,Jarvis_et_al._(2006)
111.388,285.75,2.59,Herrle_et_al._(2004)
112.396,242.57,2.59,Herrle_et_al._(2004)
127.932,48.09,2.59,Erba_et_al._(1999)
90.097,454,2.58,Jarvis_et_al._(2006)
94.872,58.9,2.58,Jarvis_et_al._(2006)
94.947,55.8,2.58,Jarvis_et_al._(2006)
96.203,34.06,2.58,Jarvis_et_al._(2006)
111.413,284.67,2.58,Herrle_et_al._(2004)
111.979,260.42,2.58,Herrle_et_al._(2004)
117.633,139.23,2.58,Herrle_et_al._(2004)
127.948,48.27,2.58,Erba_et_al._(1999)
128.417,53.68,2.58,Erba_et_al._(1999)
94.717,64.65,2.57,Jarvis_et_al._(2006)
112.404,242.23,2.57,Herrle_et_al._(2004)
112.507,237.8,2.57,Herrle_et_al._(2004)
122.08,51.55,2.57,Herrle_et_al._(2004)
122.175,49.65,2.57,Herrle_et_al._(2004)
90.081,452.9,2.56,Jarvis_et_al._(2006)
122.05,52.15,2.56,Herrle_et_al._(2004)
122.11,50.95,2.56,Herrle_et_al._(2004)
123.428,17.52,2.56,Herrle_et_al._(2004)
126.489,31.47,2.56,Erba_et_al._(1999)
89.992,446.9,2.55,Jarvis_et_al._(2006)
109.715,410.05,2.55,Gale_et_al._(2011)
112.398,242.47,2.55,Herrle_et_al._(2004)
112.517,237.37,2.55,Herrle_et_al._(2004)
122.23,48.55,2.55,Herrle_et_al._(2004)
127.795,46.51,2.55,Erba_et_al._(1999)
128.187,51.03,2.55,Erba_et_al._(1999)
96.197,34.24,2.54,Jarvis_et_al._(2006)
111.322,288.55,2.54,Herrle_et_al._(2004)
115.473,175.34,2.54,Herrle_et_al._(2004)
128.105,50.08,2.54,Erba_et_al._(1999)
95.195,45.5,2.53,Jarvis_et_al._(2006)
96.168,35.12,2.53,Jarvis_et_al._(2006)
96.197,34.23,2.53,Jarvis_et_al._(2006)
112.446,240.42,2.53,Herrle_et_al._(2004)
115.938,167.56,2.53,Herrle_et_al._(2004)
116.702,154.79,2.53,Herrle_et_al._(2004)
126.404,30.49,2.53,Erba_et_al._(1999)
90.036,449.9,2.52,Jarvis_et_al._(2006)
96.165,35.19,2.52,Jarvis_et_al._(2006)
111.294,289.75,2.52,Herrle_et_al._(2004)
111.308,289.17,2.52,Herrle_et_al._(2004)
112,259.52,2.52,Herrle_et_al._(2004)
112.027,258.37,2.52,Herrle_et_al._(2004)
112.502,238.04,2.52,Herrle_et_al._(2004)
122.105,51.05,2.52,Herrle_et_al._(2004)
90.006,447.9,2.51,Jarvis_et_al._(2006)
90.021,448.9,2.51,Jarvis_et_al._(2006)
91.112,127.4,2.51,Jarvis_et_al._(2006)
95.471,56.15,2.51,Jarvis_et_al._(2006)
96.163,35.27,2.51,Jarvis_et_al._(2006)
96.205,33.99,2.51,Jarvis_et_al._(2006)
96.208,33.9,2.51,Jarvis_et_al._(2006)
96.219,33.59,2.51,Jarvis_et_al._(2006)
111.435,283.72,2.51,Herrle_et_al._(2004)
122.225,48.65,2.51,Herrle_et_al._(2004)
127.885,47.55,2.51,Erba_et_al._(1999)
128.567,55.4,2.51,Erba_et_al._(1999)
89.977,445.9,2.5,Jarvis_et_al._(2006)
90.11,454.9,2.5,Jarvis_et_al._(2006)
94.757,63,2.5,Jarvis_et_al._(2006)
95.446,56.85,2.5,Jarvis_et_al._(2006)
96.165,35.2,2.5,Jarvis_et_al._(2006)
96.202,34.08,2.5,Jarvis_et_al._(2006)
96.209,33.89,2.5,Jarvis_et_al._(2006)
111.46,282.65,2.5,Herrle_et_al._(2004)
111.837,266.52,2.5,Herrle_et_al._(2004)
112.074,256.37,2.5,Herrle_et_al._(2004)
112.167,252.39,2.5,Herrle_et_al._(2004)
117.771,136.92,2.5,Herrle_et_al._(2004)
95.451,56.7,2.49,Jarvis_et_al._(2006)
95.481,55.84,2.49,Jarvis_et_al._(2006)
95.495,55.37,2.49,Jarvis_et_al._(2006)
96.211,33.81,2.49,Jarvis_et_al._(2006)
96.277,31.99,2.49,Jarvis_et_al._(2006)
112.279,247.57,2.49,Herrle_et_al._(2004)
112.447,240.37,2.49,Herrle_et_al._(2004)
122.045,52.25,2.49,Herrle_et_al._(2004)
128.083,49.83,2.49,Erba_et_al._(1999)
128.447,54.02,2.49,Erba_et_al._(1999)
90.125,455.9,2.48,Jarvis_et_al._(2006)
91.856,106.7,2.48,Jarvis_et_al._(2006)
91.888,105.8,2.48,Jarvis_et_al._(2006)
111.465,282.45,2.48,Herrle_et_al._(2004)
112.403,242.27,2.48,Herrle_et_al._(2004)
116.281,161.82,2.48,Herrle_et_al._(2004)
126.324,29.57,2.48,Erba_et_al._(1999)
91.151,126.3,2.47,Jarvis_et_al._(2006)
95.474,55.93,2.47,Jarvis_et_al._(2006)
96.21,33.84,2.47,Jarvis_et_al._(2006)
111.407,284.9,2.47,Herrle_et_al._(2004)
111.444,283.32,2.47,Herrle_et_al._(2004)
126.214,28.92,2.47,Erba_et_al._(1999)
126.349,29.86,2.47,Erba_et_al._(1999)
126.689,33.77,2.47,Erba_et_al._(1999)
89.917,441.9,2.46,Jarvis_et_al._(2006)
89.963,445,2.46,Jarvis_et_al._(2006)
96.217,33.64,2.46,Jarvis_et_al._(2006)
96.275,32.04,2.46,Jarvis_et_al._(2006)
96.281,31.89,2.46,Jarvis_et_al._(2006)
111.392,285.55,2.46,Herrle_et_al._(2004)
121.42,64.75,2.46,Herrle_et_al._(2004)
126.374,30.14,2.46,Erba_et_al._(1999)
128.114,50.19,2.46,Erba_et_al._(1999)
90.201,461,2.45,Jarvis_et_al._(2006)
91.82,107.7,2.45,Jarvis_et_al._(2006)
95.346,59.1,2.45,Jarvis_et_al._(2006)
95.459,56.5,2.45,Jarvis_et_al._(2006)
95.462,56.37,2.45,Jarvis_et_al._(2006)
95.51,54.9,2.45,Jarvis_et_al._(2006)
96.2,34.14,2.45,Jarvis_et_al._(2006)
112.445,240.47,2.45,Herrle_et_al._(2004)
112.932,219.62,2.45,Herrle_et_al._(2004)
120.526,82.64,2.45,Herrle_et_al._(2004)
120.64,80.36,2.45,Herrle_et_al._(2004)
121.67,59.75,2.45,Herrle_et_al._(2004)
122.24,48.35,2.45,Herrle_et_al._(2004)
96.157,35.44,2.44,Jarvis_et_al._(2006)
96.27,32.19,2.44,Jarvis_et_al._(2006)
112.409,242.02,2.44,Herrle_et_al._(2004)
120.521,82.74,2.44,Herrle_et_al._(2004)
120.531,82.54,2.44,Herrle_et_al._(2004)
120.621,80.74,2.44,Herrle_et_al._(2004)
128.166,50.78,2.44,Erba_et_al._(1999)
128.469,54.27,2.44,Erba_et_al._(1999)
95.376,58.1,2.43,Jarvis_et_al._(2006)
96.157,35.43,2.43,Jarvis_et_al._(2006)
96.214,33.74,2.43,Jarvis_et_al._(2006)
96.271,32.14,2.43,Jarvis_et_al._(2006)
111.183,473.37,2.43,Herrle_et_al._(2004)
111.278,290.42,2.43,Herrle_et_al._(2004)
111.814,267.48,2.43,Herrle_et_al._(2004)
120.498,83.19,2.43,Herrle_et_al._(2004)
120.783,77.49,2.43,Herrle_et_al._(2004)
122.15,50.15,2.43,Herrle_et_al._(2004)
128.002,48.89,2.43,Erba_et_al._(1999)
128.118,50.23,2.43,Erba_et_al._(1999)
95.517,54.68,2.42,Jarvis_et_al._(2006)
96.161,35.32,2.42,Jarvis_et_al._(2006)
96.268,32.23,2.42,Jarvis_et_al._(2006)
107.044,286.18,2.42,Gale_et_al._(2011)
107.121,290.7,2.42,Gale_et_al._(2011)
111.788,268.58,2.42,Herrle_et_al._(2004)
120.493,83.29,2.42,Herrle_et_al._(2004)
120.817,76.82,2.42,Herrle_et_al._(2004)
122.065,51.85,2.42,Herrle_et_al._(2004)
128.028,49.2,2.42,Erba_et_al._(1999)
91.647,112.5,2.41,Jarvis_et_al._(2006)
91.791,108.5,2.41,Jarvis_et_al._(2006)
96.146,35.77,2.41,Jarvis_et_al._(2006)
96.149,35.68,2.41,Jarvis_et_al._(2006)
96.216,33.68,2.41,Jarvis_et_al._(2006)
96.221,33.52,2.41,Jarvis_et_al._(2006)
96.286,31.75,2.41,Jarvis_et_al._(2006)
111.86,265.52,2.41,Herrle_et_al._(2004)
120.97,73.75,2.41,Herrle_et_al._(2004)
129.329,61.22,2.41,Erba_et_al._(1999)
129.408,61.79,2.41,Erba_et_al._(1999)
89.932,442.9,2.4,Jarvis_et_al._(2006)
91.752,109.6,2.4,Jarvis_et_al._(2006)
95.484,55.76,2.4,Jarvis_et_al._(2006)
95.6,52.2,2.4,Jarvis_et_al._(2006)
96.152,35.6,2.4,Jarvis_et_al._(2006)
111.332,288.15,2.4,Herrle_et_al._(2004)
111.355,287.15,2.4,Herrle_et_al._(2004)
120.596,81.23,2.4,Herrle_et_al._(2004)
120.624,80.67,2.4,Herrle_et_al._(2004)
120.847,76.22,2.4,Herrle_et_al._(2004)
121.62,60.75,2.4,Herrle_et_al._(2004)
122.09,51.35,2.4,Herrle_et_al._(2004)
126.422,30.69,2.4,Erba_et_al._(1999)
91.612,113.5,2.39,Jarvis_et_al._(2006)
95.456,56.6,2.39,Jarvis_et_al._(2006)
95.533,54.22,2.39,Jarvis_et_al._(2006)
96.264,32.34,2.39,Jarvis_et_al._(2006)
96.278,31.96,2.39,Jarvis_et_al._(2006)
106.085,274.12,2.39,Gale_et_al._(2011)
111.284,290.2,2.39,Herrle_et_al._(2004)
115.108,181.45,2.39,Herrle_et_al._(2004)
120.735,78.45,2.39,Herrle_et_al._(2004)
120.798,77.19,2.39,Herrle_et_al._(2004)
120.92,74.75,2.39,Herrle_et_al._(2004)
121.47,63.75,2.39,Herrle_et_al._(2004)
95.503,55.12,2.38,Jarvis_et_al._(2006)
96.287,31.72,2.38,Jarvis_et_al._(2006)
120.628,80.6,2.38,Herrle_et_al._(2004)
128.887,58.06,2.38,Erba_et_al._(1999)
128.904,58.18,2.38,Erba_et_al._(1999)
129.059,59.29,2.38,Erba_et_al._(1999)
129.175,60.12,2.38,Erba_et_al._(1999)
129.453,62.11,2.38,Erba_et_al._(1999)
91.687,111.4,2.37,Jarvis_et_al._(2006)
96.115,36.7,2.37,Jarvis_et_al._(2006)
96.16,35.35,2.37,Jarvis_et_al._(2006)
96.284,31.8,2.37,Jarvis_et_al._(2006)
96.294,31.55,2.37,Jarvis_et_al._(2006)
101.204,143.72,2.37,Gale_et_al._(2011)
112.4,242.39,2.37,Herrle_et_al._(2004)
117.5,141.45,2.37,Herrle_et_al._(2004)
121.27,67.75,2.37,Herrle_et_al._(2004)
121.72,58.75,2.37,Herrle_et_al._(2004)
129.473,62.25,2.37,Erba_et_al._(1999)
95.409,58.05,2.36,Jarvis_et_al._(2006)
95.467,56.25,2.36,Jarvis_et_al._(2006)
95.537,54.1,2.36,Jarvis_et_al._(2006)
96.097,37.25,2.36,Jarvis_et_al._(2006)
96.12,36.55,2.36,Jarvis_et_al._(2006)
96.283,31.82,2.36,Jarvis_et_al._(2006)
111.171,472.86,2.36,Herrle_et_al._(2004)
112.5,238.12,2.36,Herrle_et_al._(2004)
120.492,83.32,2.36,Herrle_et_al._(2004)
120.729,78.58,2.36,Herrle_et_al._(2004)
128.543,55.13,2.36,Erba_et_al._(1999)
89.874,439,2.35,Jarvis_et_al._(2006)
96.137,36.05,2.35,Jarvis_et_al._(2006)
96.262,32.39,2.35,Jarvis_et_al._(2006)
96.289,31.66,2.35,Jarvis_et_al._(2006)
109.843,415.58,2.35,Gale_et_al._(2011)
112.508,237.75,2.35,Herrle_et_al._(2004)
112.724,228.52,2.35,Herrle_et_al._(2004)
115.052,182.38,2.35,Herrle_et_al._(2004)
120.635,80.46,2.35,Herrle_et_al._(2004)
120.697,79.21,2.35,Herrle_et_al._(2004)
120.909,74.98,2.35,Herrle_et_al._(2004)
122.085,51.45,2.35,Herrle_et_al._(2004)
128.515,54.81,2.35,Erba_et_al._(1999)
90.319,468.9,2.34,Jarvis_et_al._(2006)
96.107,36.95,2.34,Jarvis_et_al._(2006)
96.113,36.78,2.34,Jarvis_et_al._(2006)
96.135,36.12,2.34,Jarvis_et_al._(2006)
96.153,35.58,2.34,Jarvis_et_al._(2006)
96.155,35.52,2.34,Jarvis_et_al._(2006)
106.79,280.65,2.34,Gale_et_al._(2011)
112.418,241.62,2.34,Herrle_et_al._(2004)
115.827,169.42,2.34,Herrle_et_al._(2004)
120.571,81.73,2.34,Herrle_et_al._(2004)
120.631,80.53,2.34,Herrle_et_al._(2004)
120.645,80.26,2.34,Herrle_et_al._(2004)
122.235,48.45,2.34,Herrle_et_al._(2004)
128.057,49.53,2.34,Erba_et_al._(1999)
129.023,59.03,2.34,Erba_et_al._(1999)
129.207,60.35,2.34,Erba_et_al._(1999)
90.155,457.9,2.33,Jarvis_et_al._(2006)
90.17,458.9,2.33,Jarvis_et_al._(2006)
95.487,55.53,2.33,Jarvis_et_al._(2006)
95.5,55.2,2.33,Jarvis_et_al._(2006)
95.766,47.2,2.33,Jarvis_et_al._(2006)
96.025,39.42,2.33,Jarvis_et_al._(2006)
96.11,36.85,2.33,Jarvis_et_al._(2006)
96.129,36.29,2.33,Jarvis_et_al._(2006)
96.14,35.97,2.33,Jarvis_et_al._(2006)
96.296,31.48,2.33,Jarvis_et_al._(2006)
107.083,288.44,2.33,Gale_et_al._(2011)
112.413,241.82,2.33,Herrle_et_al._(2004)
116.193,163.31,2.33,Herrle_et_al._(2004)
120.601,81.13,2.33,Herrle_et_al._(2004)
121.02,72.75,2.33,Herrle_et_al._(2004)
95.429,57.3,2.32,Jarvis_et_al._(2006)
95.439,57.08,2.32,Jarvis_et_al._(2006)
96.078,37.82,2.32,Jarvis_et_al._(2006)
96.124,36.45,2.32,Jarvis_et_al._(2006)
96.242,32.92,2.32,Jarvis_et_al._(2006)
96.248,32.76,2.32,Jarvis_et_al._(2006)
96.25,32.72,2.32,Jarvis_et_al._(2006)
96.3,31.39,2.32,Jarvis_et_al._(2006)
111.383,285.95,2.32,Herrle_et_al._(2004)
111.762,269.72,2.32,Herrle_et_al._(2004)
114.775,187.01,2.32,Herrle_et_al._(2004)
120.551,82.13,2.32,Herrle_et_al._(2004)
121.17,69.75,2.32,Herrle_et_al._(2004)
89.947,443.9,2.31,Jarvis_et_al._(2006)
