Age_Ma_Gradstein,Strat_m,d13Corg_VPBD,Source_C_data
108.906,375.13,1.89,Gale_et_al._(2011)
119.37,105.75,1.89,Herrle_et_al._(2004)
120.17,89.75,1.89,Herrle_et_al._(2004)
132.566,79.8,1.89,Erba_et_al._(1999)
132.599,80.98,1.89,Erba_et_al._(1999)
96.958,25.95,1.88,Jarvis_et_al._(2006)
98.176,17.75,1.88,Jarvis_et_al._(2006)
99.427,9.95,1.88,Jarvis_et_al._(2006)
101.109,130.15,1.88,Gale_et_al._(2011)
102.249,208.29,1.88,Gale_et_al._(2011)
108.149,342.46,1.88,Gale_et_al._(2011)
108.603,362.06,1.88,Gale_et_al._(2011)
109.599,405.03,1.88,Gale_et_al._(2011)
114.953,184.05,1.88,Herrle_et_al._(2004)
120.361,85.94,1.88,Herrle_et_al._(2004)
129.916,65.42,1.88,Erba_et_al._(1999)
130.238,67.73,1.88,Erba_et_al._(1999)
132.558,79.52,1.88,Erba_et_al._(1999)
99.419,10,1.87,Jarvis_et_al._(2006)
102.164,205.28,1.87,Gale_et_al._(2011)
112.433,240.97,1.87,Herrle_et_al._(2004)
112.436,240.87,1.87,Herrle_et_al._(2004)
112.438,240.77,1.87,Herrle_et_al._(2004)
118.12,130.75,1.87,Herrle_et_al._(2004)
120.02,92.75,1.87,Herrle_et_al._(2004)
120.299,87.18,1.87,Herrle_et_al._(2004)
132.573,80.06,1.87,Erba_et_al._(1999)
132.579,80.27,1.87,Erba_et_al._(1999)
132.617,81.63,1.87,Erba_et_al._(1999)
97.53,22.1,1.86,Jarvis_et_al._(2006)
97.611,21.55,1.86,Jarvis_et_al._(2006)
98.02,18.8,1.86,Jarvis_et_al._(2006)
98.758,14.1,1.86,Jarvis_et_al._(2006)
107.462,310.8,1.86,Gale_et_al._(2011)
110.356,437.69,1.86,Gale_et_al._(2011)
111.364,286.75,1.86,Herrle_et_al._(2004)
111.531,279.62,1.86,Herrle_et_al._(2004)
112.432,241.02,1.86,Herrle_et_al._(2004)
120.366,85.84,1.86,Herrle_et_al._(2004)
120.434,84.48,1.86,Herrle_et_al._(2004)
130.421,69.04,1.86,Erba_et_al._(1999)
132.55,79.23,1.86,Erba_et_al._(1999)
132.583,80.42,1.86,Erba_et_al._(1999)
90.763,137.1,1.85,Jarvis_et_al._(2006)
96.342,30.26,1.85,Jarvis_et_al._(2006)
97.582,21.75,1.85,Jarvis_et_al._(2006)
97.782,20.4,1.85,Jarvis_et_al._(2006)
98.25,17.25,1.85,Jarvis_et_al._(2006)
99.524,9.35,1.85,Jarvis_et_al._(2006)
100.129,5.6,1.85,Jarvis_et_al._(2006)
100.55,63.32,1.85,Gale_et_al._(2011)
100.626,71.36,1.85,Gale_et_al._(2011)
107.27,299.5,1.85,Gale_et_al._(2011)
108.714,366.83,1.85,Gale_et_al._(2011)
110.688,452.01,1.85,Herrle_et_al._(2004)
119.92,94.75,1.85,Herrle_et_al._(2004)
120.371,85.74,1.85,Herrle_et_al._(2004)
120.407,85.02,1.85,Herrle_et_al._(2004)
129.977,65.86,1.85,Erba_et_al._(1999)
130.093,66.69,1.85,Erba_et_al._(1999)
130.388,68.8,1.85,Erba_et_al._(1999)
130.839,71.41,1.85,Erba_et_al._(1999)
132.607,81.26,1.85,Erba_et_al._(1999)
90.86,134.4,1.84,Jarvis_et_al._(2006)
91,130.5,1.84,Jarvis_et_al._(2006)
96.497,29.05,1.84,Jarvis_et_al._(2006)
98.532,15.5,1.84,Jarvis_et_al._(2006)
103.312,242.96,1.84,Gale_et_al._(2011)
108.586,361.31,1.84,Gale_et_al._(2011)
111.136,471.36,1.84,Herrle_et_al._(2004)
111.929,262.57,1.84,Herrle_et_al._(2004)
120.426,84.64,1.84,Herrle_et_al._(2004)
130.462,69.33,1.84,Erba_et_al._(1999)
130.494,69.56,1.84,Erba_et_al._(1999)
97.552,21.95,1.83,Jarvis_et_al._(2006)
97.849,19.95,1.83,Jarvis_et_al._(2006)
97.923,19.45,1.83,Jarvis_et_al._(2006)
99.677,8.4,1.83,Jarvis_et_al._(2006)
101.628,184.67,1.83,Gale_et_al._(2011)
102.594,220.6,1.83,Gale_et_al._(2011)
103.745,250.75,1.83,Gale_et_al._(2011)
112.44,240.67,1.83,Herrle_et_al._(2004)
118.92,114.75,1.83,Herrle_et_al._(2004)
120.356,86.04,1.83,Herrle_et_al._(2004)
120.43,84.56,1.83,Herrle_et_al._(2004)
130.135,66.99,1.83,Erba_et_al._(1999)
130.525,69.78,1.83,Erba_et_al._(1999)
98.508,15.65,1.82,Jarvis_et_al._(2006)
101.72,189.45,1.82,Gale_et_al._(2011)
104.782,262.06,1.82,Gale_et_al._(2011)
108.522,358.54,1.82,Gale_et_al._(2011)
109.936,419.6,1.82,Gale_et_al._(2011)
111.089,469.35,1.82,Herrle_et_al._(2004)
111.275,290.56,1.82,Herrle_et_al._(2004)
130.95,71.92,1.82,Erba_et_al._(1999)
98.331,16.75,1.81,Jarvis_et_al._(2006)
99.403,10.1,1.81,Jarvis_et_al._(2006)
99.71,8.2,1.81,Jarvis_et_al._(2006)
99.75,7.95,1.81,Jarvis_et_al._(2006)
100.707,79.9,1.81,Gale_et_al._(2011)
102.996,234.92,1.81,Gale_et_al._(2011)
107.823,328.39,1.81,Gale_et_al._(2011)
110.309,435.68,1.81,Gale_et_al._(2011)
112.439,240.72,1.81,Herrle_et_al._(2004)
118.72,118.75,1.81,Herrle_et_al._(2004)
120.402,85.12,1.81,Herrle_et_al._(2004)
125.081,23.49,1.81,Erba_et_al._(1999)
130.795,71.21,1.81,Erba_et_al._(1999)
96.378,29.85,1.8,Jarvis_et_al._(2006)
99.629,8.7,1.8,Jarvis_et_al._(2006)
109.686,408.79,1.8,Gale_et_al._(2011)
110.356,437.69,1.8,Gale_et_al._(2011)
118.02,132.75,1.8,Herrle_et_al._(2004)
118.97,113.75,1.8,Herrle_et_al._(2004)
120.329,86.58,1.8,Herrle_et_al._(2004)
130.065,66.49,1.8,Erba_et_al._(1999)
130.6,70.32,1.8,Erba_et_al._(1999)
131.532,74.58,1.8,Erba_et_al._(1999)
132.104,77.19,1.8,Erba_et_al._(1999)
132.591,80.69,1.8,Erba_et_al._(1999)
109.645,407.04,1.79,Gale_et_al._(2011)
111.287,290.07,1.79,Herrle_et_al._(2004)
111.696,272.52,1.79,Herrle_et_al._(2004)
120.304,87.08,1.79,Herrle_et_al._(2004)
120.456,84.03,1.79,Herrle_et_al._(2004)
130.734,70.93,1.79,Erba_et_al._(1999)
98.677,14.6,1.78,Jarvis_et_al._(2006)
101.497,177.89,1.78,Gale_et_al._(2011)
101.517,178.89,1.78,Gale_et_al._(2011)
102.531,218.34,1.78,Gale_et_al._(2011)
108.12,341.21,1.78,Gale_et_al._(2011)
111.953,261.52,1.78,Herrle_et_al._(2004)
129.73,64.09,1.78,Erba_et_al._(1999)
90.515,144,1.77,Jarvis_et_al._(2006)
90.849,134.7,1.77,Jarvis_et_al._(2006)
101.038,119.85,1.77,Gale_et_al._(2011)
108.428,354.52,1.77,Gale_et_al._(2011)
119.97,93.75,1.77,Herrle_et_al._(2004)
131.672,75.22,1.77,Erba_et_al._(1999)
132.342,78.28,1.77,Erba_et_al._(1999)
90.961,131.6,1.76,Jarvis_et_al._(2006)
98.605,15.05,1.76,Jarvis_et_al._(2006)
98.895,13.25,1.76,Jarvis_et_al._(2006)
101.081,126.13,1.76,Gale_et_al._(2011)
103.94,254.27,1.76,Gale_et_al._(2011)
107.677,322.11,1.76,Gale_et_al._(2011)
108.085,339.7,1.76,Gale_et_al._(2011)
108.329,350.25,1.76,Gale_et_al._(2011)
110.094,426.38,1.76,Gale_et_al._(2011)
132.408,78.58,1.76,Erba_et_al._(1999)
90.673,139.6,1.75,Jarvis_et_al._(2006)
97.648,21.3,1.75,Jarvis_et_al._(2006)
98.806,13.8,1.75,Jarvis_et_al._(2006)
100.097,5.8,1.75,Jarvis_et_al._(2006)
110.769,455.53,1.75,Herrle_et_al._(2004)
111.554,278.62,1.75,Herrle_et_al._(2004)
119.12,110.75,1.75,Herrle_et_al._(2004)
130.709,70.82,1.75,Erba_et_al._(1999)
131.04,72.33,1.75,Erba_et_al._(1999)
103.423,244.97,1.74,Gale_et_al._(2011)
104.999,264.07,1.74,Gale_et_al._(2011)
108.621,362.81,1.74,Gale_et_al._(2011)
110.525,444.98,1.74,Gale_et_al._(2011)
110.804,457.04,1.74,Herrle_et_al._(2004)
111.628,275.43,1.74,Herrle_et_al._(2004)
112.582,234.61,1.74,Herrle_et_al._(2004)
118.17,129.75,1.74,Herrle_et_al._(2004)
131.926,76.38,1.74,Erba_et_al._(1999)
132.141,77.36,1.74,Erba_et_al._(1999)
132.489,78.95,1.74,Erba_et_al._(1999)
90.921,132.7,1.73,Jarvis_et_al._(2006)
107.869,330.4,1.73,Gale_et_al._(2011)
108.743,368.09,1.73,Gale_et_al._(2011)
115.185,180.16,1.73,Herrle_et_al._(2004)
131.83,75.94,1.73,Erba_et_al._(1999)
132.055,76.97,1.73,Erba_et_al._(1999)
90.475,145.1,1.72,Jarvis_et_al._(2006)
90.59,141.9,1.72,Jarvis_et_al._(2006)
105.216,266.08,1.72,Gale_et_al._(2011)
106.98,282.41,1.72,Gale_et_al._(2011)
90.81,135.8,1.71,Jarvis_et_al._(2006)
101.163,137.94,1.71,Gale_et_al._(2011)
110.973,464.32,1.71,Herrle_et_al._(2004)
119.87,95.75,1.71,Herrle_et_al._(2004)
132.025,76.83,1.71,Erba_et_al._(1999)
98.742,14.2,1.7,Jarvis_et_al._(2006)
100.032,6.2,1.7,Jarvis_et_al._(2006)
102.813,228.39,1.7,Gale_et_al._(2011)
108.626,363.07,1.7,Gale_et_al._(2011)
120.324,86.68,1.7,Herrle_et_al._(2004)
131.729,75.48,1.7,Erba_et_al._(1999)
131.876,76.15,1.7,Erba_et_al._(1999)
132.16,77.45,1.7,Erba_et_al._(1999)
132.294,78.06,1.7,Erba_et_al._(1999)
90.403,147.1,1.69,Jarvis_et_al._(2006)
90.439,146.1,1.69,Jarvis_et_al._(2006)
98.863,13.45,1.69,Jarvis_et_al._(2006)
99.855,7.3,1.69,Jarvis_et_al._(2006)
132.233,77.78,1.69,Erba_et_al._(1999)
98.968,12.8,1.68,Jarvis_et_al._(2006)
100.326,39.45,1.68,Gale_et_al._(2011)
108.888,374.37,1.68,Gale_et_al._(2011)
131.228,73.19,1.68,Erba_et_al._(1999)
90.63,140.8,1.67,Jarvis_et_al._(2006)
99.895,7.05,1.67,Jarvis_et_al._(2006)
101.56,181.16,1.67,Gale_et_al._(2011)
119.82,96.75,1.67,Herrle_et_al._(2004)
131.248,73.28,1.67,Erba_et_al._(1999)
131.464,74.27,1.67,Erba_et_al._(1999)
132.32,78.18,1.67,Erba_et_al._(1999)
100,6.4,1.66,Jarvis_et_al._(2006)
101.372,167.84,1.66,Gale_et_al._(2011)
101.974,198.49,1.66,Gale_et_al._(2011)
107.648,320.85,1.66,Gale_et_al._(2011)
112.441,240.62,1.66,Herrle_et_al._(2004)
131.751,75.58,1.66,Erba_et_al._(1999)
108.487,357.04,1.65,Gale_et_al._(2011)
108.999,379.15,1.65,Gale_et_al._(2011)
109.564,403.52,1.65,Gale_et_al._(2011)
110.257,433.44,1.65,Gale_et_al._(2011)
112.431,241.07,1.65,Herrle_et_al._(2004)
118.77,117.75,1.65,Herrle_et_al._(2004)
119.02,112.75,1.65,Herrle_et_al._(2004)
131.075,72.49,1.65,Erba_et_al._(1999)
131.985,76.65,1.65,Erba_et_al._(1999)
90.335,149,1.64,Jarvis_et_al._(2006)
90.364,148.2,1.64,Jarvis_et_al._(2006)
99.79,7.7,1.64,Jarvis_et_al._(2006)
100.25,31.41,1.64,Gale_et_al._(2011)
102.77,226.88,1.64,Gale_et_al._(2011)
131.294,73.49,1.64,Erba_et_al._(1999)
131.416,74.05,1.64,Erba_et_al._(1999)
108.749,368.34,1.63,Gale_et_al._(2011)
118.52,122.75,1.63,Herrle_et_al._(2004)
120.351,86.14,1.63,Herrle_et_al._(2004)
130.586,70.22,1.63,Erba_et_al._(1999)
131.362,73.8,1.63,Erba_et_al._(1999)
107.776,326.38,1.62,Gale_et_al._(2011)
110.664,451.01,1.62,Herrle_et_al._(2004)
99.823,7.5,1.61,Jarvis_et_al._(2006)
101.449,175.38,1.59,Gale_et_al._(2011)
108.685,365.58,1.59,Gale_et_al._(2011)
109.517,401.51,1.59,Gale_et_al._(2011)
101.312,159.3,1.58,Gale_et_al._(2011)
101.391,170.6,1.58,Gale_et_al._(2011)
109.424,397.49,1.58,Gale_et_al._(2011)
118.27,127.75,1.58,Herrle_et_al._(2004)
101.924,196.73,1.57,Gale_et_al._(2011)
110.641,450,1.57,Herrle_et_al._(2004)
101.249,150.25,1.56,Gale_et_al._(2011)
107.381,306.03,1.56,Gale_et_al._(2011)
108.3,349,1.53,Gale_et_al._(2011)
109.162,386.18,1.53,Gale_et_al._(2011)
100.307,37.44,1.52,Gale_et_al._(2011)
111.723,271.4,1.52,Herrle_et_al._(2004)
119.77,97.75,1.52,Herrle_et_al._(2004)
101.069,124.37,1.51,Gale_et_al._(2011)
118.47,123.75,1.51,Herrle_et_al._(2004)
118.57,121.75,1.51,Herrle_et_al._(2004)
101.833,193.47,1.5,Gale_et_al._(2011)
107.59,318.34,1.5,Gale_et_al._(2011)
108.394,353.02,1.5,Gale_et_al._(2011)
108.871,373.62,1.5,Gale_et_al._(2011)
111.272,290.69,1.5,Herrle_et_al._(2004)
101.604,183.42,1.49,Gale_et_al._(2011)
119.22,108.75,1.49,Herrle_et_al._(2004)
101.354,165.33,1.46,Gale_et_al._(2011)
108.76,368.84,1.46,Gale_et_al._(2011)
100.643,73.12,1.45,Gale_et_al._(2011)
101.333,162.31,1.45,Gale_et_al._(2011)
120.339,86.38,1.45,Herrle_et_al._(2004)
100.688,77.89,1.44,Gale_et_al._(2011)
103.535,246.98,1.44,Gale_et_al._(2011)
110.618,449,1.44,Herrle_et_al._(2004)
108.364,351.76,1.43,Gale_et_al._(2011)
102.446,215.33,1.42,Gale_et_al._(2011)
120.319,86.78,1.42,Herrle_et_al._(2004)
100.664,75.38,1.41,Gale_et_al._(2011)
120.314,86.88,1.41,Herrle_et_al._(2004)
102.009,199.75,1.4,Gale_et_al._(2011)
101.219,145.98,1.39,Gale_et_al._(2011)
108.842,372.36,1.39,Gale_et_al._(2011)
109.29,391.71,1.39,Gale_et_al._(2011)
109.482,400,1.39,Gale_et_al._(2011)
120.344,86.28,1.39,Herrle_et_al._(2004)
118.67,119.75,1.38,Herrle_et_al._(2004)
119.52,102.75,1.38,Herrle_et_al._(2004)
109.331,393.47,1.37,Gale_et_al._(2011)
118.46,123.95,1.37,Herrle_et_al._(2004)
120.309,86.98,1.37,Herrle_et_al._(2004)
100.29,35.68,1.36,Gale_et_al._(2011)
108.982,378.39,1.36,Gale_et_al._(2011)
119.67,99.75,1.36,Herrle_et_al._(2004)
102.108,203.27,1.35,Gale_et_al._(2011)
119.27,107.75,1.34,Herrle_et_al._(2004)
109.459,399,1.33,Gale_et_al._(2011)
119.42,104.75,1.32,Herrle_et_al._(2004)
108.679,365.33,1.31,Gale_et_al._(2011)
119.07,111.75,1.29,Herrle_et_al._(2004)
109.092,383.17,1.28,Gale_et_al._(2011)
111.288,289.99,1.28,Herrle_et_al._(2004)
101.41,173.37,1.27,Gale_et_al._(2011)
102.637,222.11,1.27,Gale_et_al._(2011)
109.028,380.4,1.27,Gale_et_al._(2011)
101.375,168.34,1.25,Gale_et_al._(2011)
110.595,448,1.24,Herrle_et_al._(2004)
111.288,290.01,1.24,Herrle_et_al._(2004)
109.127,384.67,1.23,Gale_et_al._(2011)
100.345,41.46,1.21,Gale_et_al._(2011)
108.178,343.72,1.21,Gale_et_al._(2011)
111.271,290.72,1.18,Herrle_et_al._(2004)
118.22,128.75,1.16,Herrle_et_al._(2004)
119.72,98.75,1.15,Herrle_et_al._(2004)
108.947,376.88,1.14,Gale_et_al._(2011)
109.057,381.66,1.09,Gale_et_al._(2011)
102.693,224.12,1.08,Gale_et_al._(2011)
110.594,447.99,1.08,Herrle_et_al._(2004)
111.27,290.78,0.94,Herrle_et_al._(2004)
